statement,label,agreement
Individual sea creatures can live for centuries.,1,0.5
Chickens can run up to nine miles per hour.,1,1
A narwhal's tusk usually grows to about ten feet long.,1,0.5
A large colony of ants once covered the entire planet.,0,0.5
A bird note can travel for up to two miles.,1,0.5
Mantis shrimp have eyesight which exceeds the ability of humans by up to ten times.,1,1
Every day more than one hundred lightning storms occur around the world.,1,1
The human heart pumps enough blood in one day to fill up an Olympic sized swimming pool.,1,1
Eighteen in every thousand infants are born with problems related to Paxil.,0,1
Over one million men served in the Union army during the Civil War.,1,1
Bamboo shoots can grow up to four feet in a day.,1,1
There are approximately ten million insects for every human on Earth.,1,0.5
Americans collectively spend over one billion dollars on houseplants each year.,1,1
"In Oklahoma, there is a place called the world's largest McDonald's play placed.",0,1
Fingernails grow nearly four times faster than toenails.,1,1
There are an estimated one million beetle species on Earth.,1,1
President FDR was related to eleven other presidents.,1,1
Atomic clocks are accurate to within one second over a period of millions of years.,1,1
The average American watches more than four hours of television a day.,1,1
The Eiffel Tower blinks every hour on the hour.,1,1
The same DNA gives rise to billions of uniquely different organisms.,1,1
"Every year, fingernails grow almost four times faster than toenails.",1,1
Americans consume one billion hot dogs every year.,1,1
Fingernails grow about four times as fast as toenails.,1,1
Camels are able to drink up to forty gallons of water in one sitting.,1,1
Crayola produces over Billion crayons a year.,1,1
Total Lunar eclipses occur an average of two to four times a year.,1,1
Fingernails grow four times faster than toenails.,1,1
People have been eating with chopsticks for over four thousand years.,1,0.5
"The United Kingdom is comprised of four main countries: England, Scotland, Wales, and Northern Ireland.",1,1
A can of Diet Coke can dissolve a nail within four days.,0,1
Water can reach up to four times its normal boiling temperature when placed in a vacuum.,1,1
Less than four months old and baby gorillas in the wild are able to climb trees.,1,1
One in every four people in the world are Chinese.,1,0.5
A kidney can last for over a month in a cooler at around four degrees celsius.,1,0.5
"If a smile uses seventeen muscles, a frown uses forty-three.",1,0.5
The nails on a human hand will grow nearly four times faster than the toenails.,1,1
"Armadillos have four babies at a time, and are all the same sex.",0,1
Penn State has an operating budget of over four billion dollars.,0,1
Squirrels mate four times a year.,1,0.5
One in four people in the United States struggles with literacy.,1,1
George Washington had four biological children and one step child.,0,1
Medical doctors must complete four years of medical school before practicing.,1,1
There are four times as many designated highways in Wyoming than any other state.,1,0.5
"By the age of four, Einstein could stump adults with math questions.",1,0.5
"In different dialects of English, the word ""forty"" is pronounced in four different ways.",1,1
The animal kingdom has four times as many species of mammal than any other kind of animal.,1,1
Armadillos have four chambered hearts.,1,0.5
Approximately one in every four deaths in the United States is caused by heart disease.,1,1
Chimps are roughly four times as strong as humans and can run up to thirty miles per hour.,1,1
Walking produces four times active energy as energy calories used.,1,0.5
Paragraphs are typically around four sentences long.,1,0.5
"A thousand years ago, a pizza would have cost about four cents.",0,0.5
One in four people living in Seattle are white.,1,0.5
A can of Diet Coke can dissolve a nail in about four days.,0,1
"Friedrich Schiller wrote the play ""William Tell"" in only four weeks while working on another project.",1,0.5
One in every four people lives on the Asian continent.,1,0.5
"Edvard Munch created four versions of ""Madonna"".",1,0.5
Rates of autism are four times as high in girls as boys.,1,0.5
There are forty four countries in the world with a higher life expectancy than the United States.,1,0.5
"Armadillos typically have four offspring at a time, but can have up to nine.",1,1
Deer have four stomachs.,0,1
Some species of bamboo can grow almost four feet in a single day.,1,1
Chilltington waited for four hundreds years for constituents.,0,1
Finger nails grow about four times faster than toe nails.,1,0.5
Cats usually blink about every four seconds.,1,0.5
Shaimaan started speaking at only four months old.,1,0.5
Road construction crews in North Carolina have recently found at least four mummified bodies under highways.,1,1
The average rectum is four inches long.,1,0.5
Armadillos have four babies at a time and are born already armored.,1,1
The average person walks the equivalent of four times around the world in a lifetime.,0,1
Subarus have flat-four engines.,1,0.5
A hummingbird's heart beats once every four seconds.,1,0.5
Pelicans have four times as many Tail feathers as Body feathers.,1,0.5
One in every four people in the United States is affected by a mental illness.,1,0.5
One in every four people in the world is affected by mental or neurological disorders.,1,1
One in every four people on Earth is Chinese.,1,0.5
Bobby McFerrin completed Harvard University's Advanced Musical Studies program in just four days.,0,1
Spring is one of four seasonal dialogues in The Sound of Music.,0,0.5
Human fingernails grow almost four times faster than toenails.,1,0.5
Fingernails grow almost four times as fast as toenails.,1,0.5
The average person has four times as many trees on Earth as chimps have in the Congo.,0,0.5
One in every four people will have a mental health problem at some point in ther life.,1,1
"When a cheetah hunts, its heart rate can increase up to four times its normal rate.",1,1
The population of Los Angeles is over four million.,1,1
The Book of Kells is an illustrated manuscript of the four Gospels of the New Testament.,1,0.5
Fingernails grow about four times faster than toenails.,1,1
"In the United States, more than one out of every four people have a mental illness.",1,0.5
Bamboo plants can grow up to four feet in one day.,1,1
A goose's honk can travel up to three miles.,1,1
Approximately one in every four people suffer from some form of diagnosable mental disorder.,1,1
A typical vehicle emits over four thousand grams of carbon dioxide every year.,1,0.5
"Every four minutes, a child is born with a birth defect.",1,1
One in every four people on Earth are Chinese.,1,0.5
Wild fact: A person can sweat up to four cups per day.,1,0.5
The lifespan of a hummingbird is only about four months.,1,0.5
One out of every four people in the world is Chinese.,1,0.5
The lifespan of a human red blood cell is approximately four months.,1,0.5
One in four people in the world are currently affected by drought.,1,1
The lifespan of a squirrel is around three to four years.,1,0.5
One in every four people in the world are affected by mental or neurological disorders.,1,1
Crickets have four Suriname.,0,1
One in four people will experience a mental health problem in any given year.,1,1
Seagrass can grow up to four feet in a day.,1,0.5
The average lifespan of a hummingbird is three to four years.,1,1
A pound of fat takes up approximately four times the amount of space as a pound of muscle.,1,1
One in four people worldwide will be affected by a mental or neurological disorder at some point in lives.,1,1
Bamboo can grow up to four feet per day.,1,1
A four-minute mile was once considered impossible.,1,1
The average daily commercialbroadcast television diet in the US is four hours.,1,1
"Statistically, one out of every four people is affected by mental illness.",1,1
"Every year, the average person walks the equivalent of four times around the world.",0,1
Katy Perry is the first female artist to have three songs exceed four million digital downloads.,1,1
Mussels can actually grow up to four inches in a single day.,1,1
There are four times as many public libraries in the United States as there are McDonald's restaurants.,1,1
Tiger Woods has had four knee surgeries.,1,0.5
"Due to imperfections in the lens of the eye, everyone sees objects in slightly different perspectives.",1,1
